"PC1","PC2","PC3","cluster"
-0.779353614306062,-0.60216799810306,-0.173209832078411,"Day7"
0.933755587964115,0.192635709131818,0.301648778404741,"Day2"
-0.390564112711541,0.795041632140616,-0.464078093670702,"Day0"
-0.925631009962215,-0.372074737274807,0.0690479780892505,"Day7"
0.995654055005323,0.00147954009473917,0.0931172041706836,"Day4"
0.415467826499573,-0.809331976781356,-0.415172538233085,"Day7"
0.830081607044084,-0.524186385165201,-0.190244997975114,"Day4"
0.940485088046593,0.176999499197046,0.29010166570702,"Day2"
-0.252850086511124,0.943134887990064,-0.215785580628748,"Day0"
0.564881848473316,-0.746473280622541,-0.351690401606286,"Day4"
0.98722301086138,0.140274148131174,0.0755902784216666,"Day2"
-0.895486917940445,-0.411283212803751,0.170144934286473,"Day7"
-0.83929055362781,0.535101938179534,-0.0962147719824252,"Day0"
-0.100772106451882,0.956356205883597,-0.274276849240292,"Day0"
-0.873411546422506,-0.486931349923591,-0.00708032749503073,"Day7"
0.979597581378174,0.0324971170743866,0.198324269669359,"Day4"
0.958796249754194,0.166938352101297,0.229872438658914,"Day2"
-0.868325366630482,-0.0732672401076629,0.490553737314318,"Day7"
-0.552074531616475,0.814152307073294,-0.179915903765295,"Day0"
0.985514488165437,-0.0482130807666773,0.162593642123554,"Day4"
0.934748900458006,0.264761054084459,0.236951635007305,"Day2"
0.941596528549103,-0.297835841993699,-0.157129846458853,"Day4"
-0.505343040375726,0.839268402851068,-0.200641370409082,"Day0"
0.955570715543818,0.155394770761484,0.250473696852706,"Day2"
-0.665772388162796,-0.679437971332394,-0.308400989414313,"Day7"
0.855127074688352,-0.500635766325994,-0.134616178857242,"Day4"
-0.576850850047327,0.793203190435041,-0.195119951525592,"Day0"
-0.900205181574546,-0.377690877746928,0.216749237445241,"Day7"
0.945619787933959,0.170426904785655,0.277052137318801,"Day2"
0.934866346867792,0.206203598307166,0.288972298913313,"Day2"
-0.353021199918031,0.90550465489747,-0.235451380049994,"Day0"
0.987293792534086,-0.0958563700445904,0.126738011446983,"Day4"
-0.832123938790991,-0.550514251893328,0.0671104235815577,"Day7"
0.918513792538023,0.355867683892424,0.172309618067186,"Day2"
0.987126084352859,0.0377726422872763,0.155419822046065,"Day4"
-0.939111938203689,-0.275275482368211,0.20565061714048,"Day7"
-0.579931268482309,0.78994895969517,-0.199149102214943,"Day0"
-0.822317378338013,0.34842391029112,0.449883215980261,"Day0"
0.993765884227419,-0.0851596831360066,0.071952732497605,"Day4"
0.953286099300068,0.197478391062524,0.22857799094536,"Day2"
-0.231744096381821,-0.945679384361953,0.228002578461234,"Day7"
0.747793453056646,0.396165398953108,0.532783190648826,"Day2"
0.972231260019198,-0.0424832817263788,0.230133760702855,"Day4"
-0.626887651203346,-0.693576822240073,-0.354912756068466,"Day7"
-0.690920265229928,0.716286162904669,-0.0977922283512917,"Day0"
-0.650016783754765,0.745997745216962,-0.144794837505765,"Day0"
0.977163407938277,0.0378915287900296,0.209083491056579,"Day4"
-0.902164569535035,-0.428941070463186,0.0459200124734458,"Day7"
0.963651527421427,0.204963890456647,0.171363757274477,"Day2"
0.978592787017929,-0.0150540218970436,0.205254801700728,"Day4"
-0.478613020453486,-0.876256976362055,0.0557071631769228,"Day7"
0.979648772626489,0.0807074215749138,0.183778655980892,"Day2"
-0.639334404595706,0.768136594348586,-0.0348954369912467,"Day0"
0.641130448898669,-0.701047227537317,-0.312225130726585,"Day4"
0.986746918985434,-0.151508345832071,0.0581011102818346,"Day2"
-0.918990454867184,-0.0853305501070442,0.384935372603551,"Day7"
-0.462169025281711,0.809969419806705,-0.361039237546479,"Day0"
0.891810054848852,0.332473458549325,0.30681627308658,"Day2"
0.671389280090641,-0.682379770591688,-0.289126759859073,"Day4"
-0.9254615293859,-0.344432774725606,0.157756208503913,"Day7"
-0.614640693388827,0.76884820631683,-0.176321449840613,"Day0"
-0.586537567147494,-0.797902074891315,-0.139017844929466,"Day7"
0.969819739023176,0.223062602227201,0.0984517612267435,"Day2"
-0.544202978252111,0.794324870260751,-0.26998355310421,"Day0"
0.994803398871402,-0.0347837438619344,0.095688498560976,"Day4"
0.992769290414744,-0.0528150710823812,0.107794732134594,"Day4"
0.907017247797187,0.315894272367007,0.278443029871705,"Day2"
-0.932737390099983,-0.288797961712914,0.215862684176627,"Day7"
-0.766616855392323,0.628663523878916,0.13069342283577,"Day0"
0.980070328108998,0.0857407578147639,0.179194515568056,"Day2"
-0.746290061361487,0.662211566592093,0.067282875865369,"Day0"
-0.659659253396021,-0.696098794939252,-0.283365730272955,"Day7"
0.979767619429577,0.03755138196328,0.196584093023693,"Day4"
-0.855132975449144,-0.50341587280515,-0.123774202915321,"Day7"
-0.715521793017577,0.692020613620741,0.0955826032334642,"Day0"
0.639334686255701,-0.71227372789986,-0.289684820958848,"Day4"
0.946705903663518,0.193618567237812,0.257409755816322,"Day2"
0.202295673338309,-0.834610322377757,-0.512349558728313,"Day7"
0.724846942334233,-0.638515902523376,-0.258639425481639,"Day4"
-0.343902488006507,0.859417120819126,-0.378329606541568,"Day0"
0.929109323315403,0.117421128880343,0.350668139158463,"Day2"
-0.414141508730627,0.857406250759466,-0.305518136785552,"Day0"
0.964550723342114,0.012570824662952,0.263597944733069,"Day4"
-0.782086151685706,-0.505128663571749,-0.364946961324056,"Day7"
0.965566372213527,0.159588287529286,0.205458412662704,"Day2"
-0.846659651587175,-0.490883997178339,0.205427202893142,"Day7"
0.960032632072809,-0.279814382717316,-0.00642312851199238,"Day2"
-0.353877920993206,0.886791444549909,-0.297273192378008,"Day0"
0.987009928455638,0.122291987053936,0.104192471092672,"Day4"
0.433147174679708,-0.873279353526508,-0.223084503655703,"Day7"
0.851360271394154,-0.480297511035857,-0.210950205461936,"Day4"
-0.436833049737849,0.832408476630999,-0.340988291132686,"Day0"
0.971470925066776,0.00755345040547489,0.237038366381637,"Day2"
-0.76482415207731,-0.635621998931228,-0.105017574119263,"Day7"
0.919536013197253,-0.387245307745462,-0.0670417188206237,"Day4"
0.959892703525995,0.210942628946802,0.184686775407899,"Day2"
-0.419594529616563,0.838135593466222,-0.348524256947603,"Day0"
-0.77977810297226,-0.578425033301876,-0.239521587700789,"Day7"
0.972767403982839,0.110678576546277,0.203651247092126,"Day2"
0.768279981834489,-0.599992223650661,-0.223058739060216,"Day4"
-0.392650630148015,0.917492937454606,-0.0634995461817189,"Day0"
-0.33159281957056,0.903174880003676,-0.272619401619897,"Day0"
-0.872263664060749,-0.483617040255368,0.0725993025720895,"Day7"
0.994455448854532,-0.043626184998658,0.0956823715529412,"Day4"
0.917254137811008,0.219476759500049,0.332377494286153,"Day2"
0.934407986114302,0.319823453361447,0.156826892355146,"Day4"
0.897393266424702,0.338899351184572,0.282546553938073,"Day2"
-0.0687872483644711,0.974324347647148,-0.214383721500502,"Day0"
-0.810654539895549,-0.580312793154153,-0.0779504910078219,"Day7"
0.805705417694957,-0.567220528285969,-0.170586201634192,"Day4"
-0.496881766480966,0.819013317827829,-0.28692454645674,"Day0"
-0.859673469005807,-0.510460423795741,0.0197909682884307,"Day7"
0.931742124487639,0.165808536162308,0.323054396024839,"Day2"
0.759777202219268,-0.610318895202528,-0.224163889033508,"Day4"
-0.725350479898988,-0.639597876688766,-0.254521585421608,"Day7"
-0.270215689090427,0.934731064382494,-0.230784138639889,"Day0"
0.948260540429027,0.177241418291056,0.263414933341725,"Day2"
0.960498859678281,0.195080328126284,0.198458071478243,"Day2"
0.992548322797546,0.0587485972576601,0.10675405955764,"Day4"
-0.29732178643137,0.884858389938525,-0.358643813648946,"Day0"
-0.889297908996835,-0.457319433404349,0.00285742621626852,"Day7"
-0.311529674970679,0.887554850697597,-0.33940484471473,"Day0"
-0.812739378609074,-0.429631314625677,0.393537337429563,"Day7"
0.934466647134536,0.221277654142955,0.278941365111253,"Day2"
0.975768060512051,-0.0532508180744465,0.212228750311906,"Day4"
-0.561293106864932,0.785161038850463,-0.261671915300769,"Day0"
0.98357707924816,0.00146910152414574,0.180482605583949,"Day4"
-0.739697320679581,-0.64985326965988,-0.174752973341835,"Day7"
0.923346192713842,0.24364657458523,0.296762792637042,"Day2"
0.986346486770477,-0.135037763271786,0.0942624555488048,"Day4"
0.982366246955668,0.0221496587028513,0.185650072613999,"Day2"
-0.917503292131042,-0.396045168020686,-0.0365504283992112,"Day7"
-0.283964579157353,0.841417312393076,-0.459761921204007,"Day0"
-0.754814406908652,-0.559874999784605,-0.341753121038168,"Day7"
-0.114428446730139,0.891954948603428,-0.437404275517266,"Day0"
0.931530150576235,0.321261204717912,0.17041953206899,"Day2"
0.966192337118492,-0.24141250361797,-0.0905117163156831,"Day4"
-0.897487462188115,-0.397458840190795,-0.191161516967526,"Day7"
-0.528079282131203,0.827381531697972,-0.191238261833012,"Day0"
0.980846852078152,0.068131035558084,0.182476340280495,"Day4"
0.975746176496294,0.0441794990939601,0.214400491866671,"Day2"
-0.489703457360311,0.842785014941411,-0.223391903254265,"Day0"
0.921440119674571,0.242295184241847,0.30371228086352,"Day2"
-0.857632498228132,-0.510067938056415,-0.0655530056507712,"Day7"
0.94707216149017,-0.315774652583601,-0.0577986999511491,"Day4"
0.969031725425296,-0.245116619529579,0.0299225324741483,"Day4"
0.938403866619347,0.229892944478745,0.25796786077485,"Day2"
-0.441169516477135,0.860164970187179,-0.255901703382804,"Day0"
-0.915635936914594,-0.31418975582183,0.250790008507421,"Day7"
0.977568626923881,0.152777351018966,0.144978138592636,"Day4"
0.410505268250876,-0.757798837725957,-0.507174867555033,"Day7"
-0.529066804992797,0.807687516972263,-0.260248325223995,"Day0"
0.934041873820408,0.261383912993981,0.243401372177761,"Day2"
-0.606600166077392,0.775155949820024,-0.176548837360934,"Day0"
0.946789345864626,0.283473610072086,0.152422593305363,"Day2"
0.97437346367423,-0.128314781136779,0.184747585178548,"Day4"
-0.762754255344032,-0.60161652078204,-0.237199299907661,"Day7"
0.932713730064554,0.276380352202084,0.231644120723403,"Day2"
0.992574178023568,-0.054952223301083,0.108520755043016,"Day4"
-0.903271228326834,-0.333084577779962,0.270473200376815,"Day7"
-0.64921631594502,0.722571000075986,-0.237506473511705,"Day0"
-0.871054119806493,-0.422445628692424,-0.250608082804204,"Day7"
0.940929076737609,-0.331877247643632,-0.0671562733197594,"Day4"
-0.746035868687128,0.661377453993287,-0.0775264211840127,"Day0"
0.920416952773393,0.223176955382439,0.320974577861808,"Day2"
-0.904585529482556,-0.404579829456673,0.13431374258643,"Day7"
0.992584006692417,0.101889387965898,0.0662988859511397,"Day4"
-0.707448181900935,0.701379311996007,0.0870869142240673,"Day0"
0.918444516798165,0.253027381954246,0.304034230876664,"Day2"
-0.891318874668604,-0.45151798266172,-0.0410143266747593,"Day7"
0.929786485650749,0.199813747202082,0.309146498492692,"Day2"
-0.611598226705722,0.764994028387461,-0.201821073285077,"Day0"
0.889229132873417,-0.433439227187458,-0.146294174813387,"Day4"
0.985580157221944,-0.0850040864858317,0.146308096054447,"Day4"
-0.497257539971792,0.78992618101872,-0.358819686586984,"Day0"
0.957759445198492,0.216348783901457,0.189446691281312,"Day2"
-0.933730756155221,-0.106760304342952,0.341685692451996,"Day7"
-0.533139270032027,0.823548997933876,-0.193725493293539,"Day0"
0.939608469306556,0.208116282566375,0.271704871760048,"Day2"
-0.90160071127637,-0.389339943164712,0.188495533322259,"Day7"
0.997680112862232,-0.0480771641447632,-0.0481972892080158,"Day4"
0.912502864626986,0.186750647521644,0.363954279680555,"Day2"
-0.641492207944961,0.756961412643248,-0.124487617516914,"Day0"
-0.917031765495164,-0.388653521029989,0.0894493245576225,"Day7"
0.97176437192547,0.0464069533279793,0.231344764667609,"Day4"
0.950205039437662,-0.2929179640676,-0.106345894860895,"Day2"
-0.782180396683151,-0.464896167028274,0.414807643284218,"Day7"
0.98640802260104,-0.147334433957857,0.0727446047389415,"Day4"
-0.816535483636436,0.485275665659475,0.31269367163626,"Day0"
0.974403607959549,-0.0847350886049686,0.208224814934536,"Day4"
-0.800106088131465,-0.0384666413730157,0.598623892971575,"Day7"
0.966655291272556,0.18495661916114,0.177111820281006,"Day2"
-0.534026027344435,0.828534968249359,-0.168362728971568,"Day0"
0.992830229404996,-0.115651694205537,0.0302129311224795,"Day4"
-0.886711110382272,-0.455758961895069,-0.077634885051548,"Day7"
0.910526382658231,0.314311366784348,0.268607652894463,"Day2"
-0.637848991730128,0.736715346444756,-0.224497576961627,"Day0"
0.900152723976377,0.264894860801933,0.345768399710895,"Day2"
0.941474587892077,-0.322137179649503,-0.0992634768729503,"Day4"
-0.00326692687931459,-0.827762143055607,-0.561069658520895,"Day7"
-0.701007236915162,0.713124028801766,-0.00655540525887242,"Day0"
-0.798711798183989,-0.545928395550591,-0.253024999502532,"Day7"
0.977394889805285,0.107741765035912,0.181909157134711,"Day2"
0.848422055346023,-0.512872306656644,-0.130927510734465,"Day4"
-0.522384896424309,0.820405383750388,-0.232484464644721,"Day0"
0.99097364607696,-0.0281690504920571,0.131063867542935,"Day4"
-0.928503706631788,-0.370151558735975,0.0294735531682109,"Day7"
0.948459335873233,0.210244290859145,0.237112265300727,"Day2"
-0.0913466286891879,0.792046894619103,-0.60358720177896,"Day0"
-0.666129081258738,0.739848007084394,-0.0943237696163562,"Day0"
-0.928508246362628,-0.24079506649341,0.282648496173306,"Day7"
0.932272984866337,0.245232314677896,0.265947727055772,"Day2"
0.978968763772674,-0.200235519148812,0.039062724285557,"Day4"
0.918008845990645,0.322779452617344,0.23037617856665,"Day2"
-0.137143230259742,-0.697091563501945,-0.703743622698164,"Day7"
0.982276488902475,-0.037454524126012,0.183657447363072,"Day4"
-0.737458784202669,0.674317200417643,-0.0380900882544897,"Day0"
-0.592891487550094,0.779919614181753,-0.200512043042862,"Day0"
0.885431012284256,0.302565176097847,0.352797727739504,"Day2"
-0.891810510782755,-0.428962663259811,-0.143753422173012,"Day7"
0.922996310560829,-0.35323499435398,-0.152652708639057,"Day4"
0.971548501286765,0.129336533991013,0.198407587109546,"Day4"
0.911022122775371,0.286129953438992,0.296931543556518,"Day2"
-0.780974198237159,0.585726709606647,0.216802959715034,"Day0"
-0.933736410120354,-0.314226238409029,0.171458996587716,"Day7"
0.79094179287011,-0.590449424506451,-0.160563250438624,"Day4"
-0.777688503170146,-0.597559714561927,-0.195251068037147,"Day7"
-0.789995637904043,0.609862727174617,0.063042415053065,"Day0"
0.873663744210087,0.287983854844953,0.392144056950316,"Day2"
-0.326947938095161,0.854592172723623,-0.403456644628441,"Day0"
-0.888028435231787,-0.435528464063738,-0.147378611779543,"Day7"
0.956256418357728,0.133028101835754,0.260532505595032,"Day2"
0.980734683531633,-0.194114107346326,-0.0218904967336584,"Day4"
0.981309447473305,0.0958273609208297,0.166879852584383,"Day2"
-0.836355251562396,-0.360371310116437,0.413088866987436,"Day7"
0.956305201874396,-0.289207216585994,-0.0428899375442723,"Day4"
-0.594792083076389,0.774869992765695,-0.214006710691373,"Day0"
-0.620495866864734,0.783222423262652,-0.0393384659380767,"Day0"
0.981599929099384,-0.190478916154295,0.0133925984322948,"Day4"
0.918189816921056,0.276722460920505,0.283464529923195,"Day2"
-0.951350690644011,-0.280726210048311,0.126982905948298,"Day7"
0.923088571452957,0.287757028028694,0.255153644052036,"Day2"
0.991091874587659,-0.132838777743789,-0.00952655519352395,"Day4"
-0.824501106766169,0.549660277614117,0.134430294779617,"Day0"
-0.899808464614417,-0.421782561477797,-0.111553564898094,"Day7"
0.962862937154439,0.206422369059543,0.174025198767799,"Day2"
-0.89318256714381,-0.296755685941134,0.337877144258088,"Day7"
-0.543472790703285,0.781273212130406,-0.307000804188884,"Day0"
0.997466383279788,-0.0632207600202101,0.0326182422764519,"Day4"
0.899427176009761,0.233137879810583,0.369699180486692,"Day2"
-0.405702885588912,0.905814971604745,-0.122083601853506,"Day0"
0.957517605960396,-0.287900438658858,0.016533955845749,"Day4"
-0.952192819439614,-0.140855302348315,0.271087842604577,"Day7"
-0.304593440054378,0.915818304827515,-0.261724413875927,"Day0"
0.935945312109057,0.275430417494069,0.219418453782089,"Day2"
-0.6183004958331,-0.71229895144098,0.332166675975517,"Day7"
0.900498799956103,-0.398816998584642,-0.173340453782593,"Day4"
-0.668733061249693,0.71882392097894,-0.189969111752612,"Day0"
0.967575292787159,0.181007293024544,0.176165866897565,"Day2"
-0.885243504007849,-0.290968535848334,0.362879111768895,"Day7"
0.979857000364537,-0.0796714072742831,0.183119430152965,"Day4"
0.958560588695144,0.156304094953644,0.23818192144061,"Day2"
-0.662016436273818,0.725630119555969,-0.187603751818838,"Day0"
0.830270435589546,-0.515131428303302,-0.212815918953787,"Day4"
-0.909205978296301,-0.415180023410246,-0.0311454200699613,"Day7"
0.935130834254536,0.162109931701388,0.315040779693973,"Day2"
-0.938118832646838,-0.261943059208597,0.226536728955316,"Day7"
-0.298272740143771,0.877735369848616,-0.374985323717929,"Day0"
0.857795487764815,-0.404234878754183,-0.317460334481198,"Day4"
-0.315349283679281,0.824106541590545,-0.470535054369636,"Day0"
-0.942658337935205,-0.309280636407936,0.125462129203755,"Day7"
0.985193640336342,-0.138113255008263,0.101578638659165,"Day4"
0.945340864260825,0.247631933157092,0.212153425707621,"Day2"
-0.304429153898695,0.862429685157637,-0.404398229985524,"Day0"
0.986201625629027,-0.163088567183105,0.0284336571834546,"Day4"
-0.890188568203891,-0.431369047739018,0.146577821282209,"Day7"
0.966138147876653,0.0312235167180676,0.256129208059579,"Day2"
0.916009166779282,0.252755162089094,0.311515704922947,"Day2"
0.988893659307382,-0.00647063207717309,0.148483876236367,"Day4"
-0.351295393372073,0.804167147609548,-0.479485917729692,"Day0"
-0.806898115344755,-0.511652147523021,-0.295173696978853,"Day7"
0.959800277621481,0.0935658986403388,0.264629646278255,"Day2"
0.780476048093147,-0.57386253984749,-0.248070400718609,"Day4"
-0.539323195225465,0.781786865116858,-0.312953332978818,"Day0"
-0.939404196734691,0.0879758194731179,0.331330666170947,"Day7"
-0.900913403488032,-0.430666206310079,0.0536810782128523,"Day7"
0.964673600135829,0.208061915515195,0.161601622866623,"Day2"
0.589358496207172,-0.699235698320579,-0.404630697232123,"Day4"
-0.603564774169941,0.749253873992239,-0.272631978477967,"Day0"
-0.390088719313869,0.8864517092439,-0.249066573916762,"Day0"
-0.724584432935058,-0.675827620075498,-0.135034912120043,"Day7"
0.97279655989597,0.00637649708220755,0.231573300143877,"Day4"
0.94575296553215,0.148308784423993,0.289060257818023,"Day2"
0.824394508796303,0.282217703799791,0.490639237656831,"Day2"
-0.902842592662631,-0.322315655348931,0.284583680472383,"Day7"
-0.454542915577394,0.840761998525752,-0.29412582296253,"Day0"
0.976323954642237,-0.0733348680951953,0.203503151605087,"Day4"
-0.64551937780864,-0.574001415095383,-0.50381257263197,"Day7"
-0.392764622069748,0.865046407317973,-0.31213885505761,"Day0"
0.876180876931867,-0.472206639415574,-0.0965813677204641,"Day4"
0.928124060969255,0.213176685658499,0.305190806122328,"Day2"
0.978723247156536,-0.0120562998679899,0.204830298317557,"Day4"
0.916667651148451,0.275537734392703,0.289481215735525,"Day2"
-0.898636809007082,-0.29771124780646,0.322210953300925,"Day7"
-0.647016916994083,0.757637189101034,-0.085761289720687,"Day0"
0.960530494648314,0.244712666914006,0.132275770655478,"Day2"
0.965067438867396,-0.258785658587614,-0.0409245812110445,"Day4"
-0.946412861815286,-0.306604532234748,0.101470960396123,"Day7"
-0.592660025895003,0.772233279706763,-0.228931988633021,"Day0"
0.981090889479228,0.01911025400468,0.192601829619384,"Day4"
-0.921189790340201,-0.386755910856085,0.0427695638375724,"Day7"
0.909434202603968,0.234986787869383,0.343089843424305,"Day2"
-0.607554560803325,0.772159149010253,-0.186138938018996,"Day0"
-0.700283024596966,-0.603691816173874,-0.380998525648085,"Day7"
0.965865983098415,0.128934576208852,0.224674826696663,"Day2"
0.965153149731675,-0.261657381045651,-0.00384870203541598,"Day4"
-0.292968477113749,0.909589936833422,-0.294644901922675,"Day0"
0.983358396011844,0.159736617303097,0.0865475481199633,"Day4"
-0.448570764730223,0.839449410180841,-0.306771831784441,"Day0"
0.933488517933436,0.196753427081085,0.299812067499435,"Day2"
-0.865683719568562,-0.499625844465172,-0.0310759266378729,"Day7"
-0.622863470387943,0.781685273868443,-0.0317683785155195,"Day0"
0.991345941258124,0.126282577293027,0.0358599417634083,"Day4"
0.942253449299539,0.126242332787565,0.310195600702968,"Day2"
-0.857612969778035,-0.50020773286838,0.119550065023714,"Day7"
-0.502985748210054,0.750134021443884,-0.429306751600763,"Day0"
0.917505332585031,0.220773893457351,0.33082148153606,"Day2"
-0.234009197110581,-0.902697046196499,-0.361078576567176,"Day7"
0.722847264009138,-0.638921835619746,-0.263193314662051,"Day4"
0.982318866851458,-0.161939843721372,0.0939421675456015,"Day4"
-0.696055653838567,0.707914355747747,-0.119849037065872,"Day0"
-0.699309956492993,-0.687238888998697,-0.196642554391477,"Day7"
0.935675247804228,0.0875726024170122,0.3418228634138,"Day2"
-0.402530994726863,0.886701531332525,-0.227440525449525,"Day0"
0.958588185013872,0.163418280593006,0.233244843715431,"Day2"
0.535762053036521,-0.733915338555091,-0.417525206855417,"Day4"
-0.863043689980571,-0.504388639382075,-0.0273439142592858,"Day7"
-0.940409430943096,-0.338623357695965,0.0310535636601218,"Day7"
0.911176724808492,-0.411616709673973,-0.0181289956821098,"Day4"
-0.583361757403124,0.787537225694083,-0.198681096598558,"Day0"
0.938537382279139,0.303492410548303,0.164438252253548,"Day2"
-0.366379557866353,0.884467312734906,-0.288935273514934,"Day0"
0.970518707755545,0.198922888540516,0.13609967785121,"Day2"
0.979804151880681,0.0512563297029885,0.193278588112493,"Day4"
-0.829436289394814,-0.528503057125964,-0.180886595532871,"Day7"
0.908067036027821,0.295402537099461,0.296903349854545,"Day2"
-0.623234113318689,0.756470598125218,-0.19832164321612,"Day0"
0.951682224636729,-0.296831549289149,0.0786891012598936,"Day4"
-0.616784922787788,-0.687380833491072,-0.383515252331352,"Day7"
0.866334851362425,0.335617123635522,0.369898731597533,"Day2"
-0.659874478593532,0.750596109344801,0.0342221147412173,"Day0"
-0.94298121452644,-0.328133765664393,0.0558091469308261,"Day7"
0.973627589300797,0.118752476060433,0.194800325415117,"Day4"
0.956538871241251,0.162412623301664,0.24218903277561,"Day2"
-0.754011209266534,0.656846876597174,0.00439055861545793,"Day0"
0.986072360725434,-0.123131425584521,0.111803181738682,"Day4"
-0.897851702750639,-0.440246974501392,0.00670233617102635,"Day7"
0.962382701670011,0.0465975722746091,0.267671817314491,"Day4"
0.948213736611766,0.209267715452946,0.238951319246947,"Day2"
-0.792179516154721,-0.556349966674295,-0.250851208421213,"Day7"
-0.667964608182604,0.744155418194728,-0.0074830332679564,"Day0"
0.921026714045999,0.350020626031662,0.17086647818116,"Day2"
-0.656445798480278,0.719075066460469,-0.22805692809573,"Day0"
0.9836623731595,-0.167024791777862,0.0671643846229652,"Day4"
0.362951064971086,-0.71130742656432,-0.601920484242561,"Day7"
-0.646079288760613,-0.750611477434384,0.138433964684796,"Day7"
-0.898992918883474,0.292723346133149,0.325767976366591,"Day0"
0.953936211059515,0.198724993973179,0.22475338039677,"Day2"
0.978640943564332,-0.0237190726857088,0.204204087056169,"Day4"
-0.286545884251079,-0.957405303878788,0.0355884858280531,"Day7"
0.975838839670432,-0.19810014111395,0.0921677442563228,"Day4"
-0.694322406439263,0.717797053132021,-0.0518052741656394,"Day0"
0.914140300434813,0.340724852746251,0.21966812659554,"Day2"
-0.680791898762338,0.729674903632081,0.0640072307562494,"Day0"
0.939253841387311,0.190455575723304,0.285532651574359,"Day2"
-0.763902724785797,-0.618280572046128,-0.184883101702529,"Day7"
0.959437882015338,-0.281900256916244,0.0033459982781365,"Day4"
-0.0608408358202674,-0.988563836202322,-0.137985268958831,"Day7"
-0.620486450315886,0.778946663833076,-0.0907670638376748,"Day0"
0.988863378559912,0.0122754750643099,0.148319018520964,"Day2"
0.954746200016261,-0.296429676064358,0.0242722208067226,"Day4"
0.991450994199799,-0.0362269988433174,0.1253496336454,"Day4"
-0.44312341829631,0.871758754947361,-0.208993562891348,"Day0"
0.981465351118236,0.18603276075131,0.0460171324791508,"Day2"
-0.860513118204206,-0.500374698117334,-0.0956155577427679,"Day7"
0.563732002015464,-0.742565524951837,-0.361666519125892,"Day4"
0.945597265913041,0.198970960491615,0.25740312270605,"Day2"
-0.524671957744527,0.796845583785767,-0.299593812281971,"Day0"
-0.74608288346767,-0.594064344078462,-0.300745550409634,"Day7"
0.984928795987681,-0.0836687189232374,0.151376392835876,"Day4"
0.9842836537872,0.0883591999277073,0.152899773300863,"Day2"
-0.559286585119788,0.796253608944624,-0.230605086560785,"Day0"
-0.967611716278091,-0.251970127833597,-0.0154473687367045,"Day7"
0.966522133056271,0.0753479464185897,0.245270571579344,"Day2"
0.904178465544033,-0.404076542346502,-0.138504333404168,"Day4"
-0.543581789942675,0.441487734779217,-0.713867927338267,"Day0"
-0.858236501277767,-0.497788427299639,-0.125047149192016,"Day7"
0.980292344125126,-0.176939521499428,0.0878596937236817,"Day4"
0.970154569485601,0.00599093572524374,0.242413324706676,"Day2"
-0.414276771919575,0.863233307719605,-0.288449324303882,"Day0"
-0.932202226513132,-0.32988269982402,0.14891747124087,"Day7"
0.964817916282301,0.129661431376778,0.228723198722834,"Day2"
-0.40236831549558,0.868168675176553,-0.290487332129023,"Day0"
-0.887844197795479,-0.460140637589305,0.00180944185054179,"Day7"
0.80201084491403,-0.564405223586238,-0.19551303851368,"Day4"
0.888024081879292,0.213217314061565,0.407371583430673,"Day2"
-0.569738627244365,0.7896092561324,-0.227848895664966,"Day0"
0.984178781510019,0.0541290408792283,0.168707358935375,"Day4"
-0.825102296269882,-0.545321621126413,-0.147751582807863,"Day7"
